"original_filename","new_filename","recipe_id","status","timestamp"
"PXL_20260523_110038901.RAW-01.COVER.jpg","candied-sweet-potatoes-20260523.jpg","wc-kitchen.candied-sweet-potatoes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110040623.RAW-01.COVER.jpg","glazed-carrots-20260523.jpg","wc-kitchen.glazed-carrots","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110045869.RAW-01.COVER.jpg","instant-pot-applesauce-20260523.jpg","wc-kitchen.instant-pot-applesauce","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110050572.RAW-01.COVER.jpg","cucumber-salad-20260523.jpg","wc-kitchen.cucumber-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110055480.RAW-01.COVER.jpg","thai-cucumber-salad-20260523.jpg","wc-kitchen.thai-cucumber-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110059887.RAW-01.COVER.jpg","mexican-street-corn-salad-20260523.jpg","wc-kitchen.mexican-street-corn-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110101482.RAW-01.COVER.jpg","tuna-and-white-bean-salad-20260523.jpg","wc-kitchen.tuna-and-white-bean-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110104931.RAW-01.COVER.jpg","brussels-sprout-salad-with-maple-vinaigrette-20260523.jpg","wc-kitchen.brussels-sprout-salad-with-maple-vinaigrette","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110106862.RAW-01.COVER.jpg","best-bean-salad-20260523.jpg","wc-kitchen.best-bean-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110110860.RAW-01.COVER.jpg","black-bean-and-corn-salad-ii-20260523.jpg","wc-kitchen.black-bean-and-corn-salad-ii","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110112441.RAW-01.COVER.jpg","couscous-feta-salad-20260523.jpg","wc-kitchen.couscous-feta-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110118658.RAW-01.COVER.jpg","taco-salad-20260523.jpg","wc-kitchen.taco-salad","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110128336.RAW-01.COVER.jpg","easy-slow-cooker-beef-stew-20260523.jpg","wc-kitchen.easy-slow-cooker-beef-stew","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110206301.RAW-01.COVER.jpg","chicken-with-creamy-mushroom-sauce-20260523.jpg","wc-kitchen.chicken-with-creamy-mushroom-sauce","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110212056.RAW-01.COVER.jpg","healthy-sloppy-joes-20260523.jpg","wc-kitchen.healthy-sloppy-joes","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110216005.RAW-01.COVER.jpg","baked-oatmeal-with-cranberries-and-almonds-20260523.jpg","wc-kitchen.baked-oatmeal-with-cranberries-and-almonds","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110248782.RAW-01.COVER.jpg","oven-fried-chicken-ii-20260523.jpg","wc-kitchen.oven-fried-chicken-ii","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110255553.RAW-01.COVER.jpg","meatloaf-20260523.jpg","wc-kitchen.meatloaf","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110303451.RAW-01.COVER.jpg","beef-brisket-20260523.jpg","wc-kitchen.beef-brisket","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110311047.RAW-01.COVER.jpg","ground-turkey-and-potato-skillet-20260523.jpg","wc-kitchen.ground-turkey-and-potato-skillet","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110314740.RAW-01.COVER.jpg","vegetarian-burrito-bowls-20260523.jpg","wc-kitchen.vegetarian-burrito-bowls","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110321307.RAW-01.COVER.jpg","instant-pot-teriyaki-turkey-meatballs-20260523.jpg","wc-kitchen.instant-pot-teriyaki-turkey-meatballs","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110326010.RAW-01.COVER.jpg","korean-beef-bowl-20260523.jpg","wc-kitchen.korean-beef-bowl","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110335165.RAW-01.COVER.jpg","quick-and-easy-red-lentil-dahl-20260523.jpg","wc-kitchen.quick-and-easy-red-lentil-dahl","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110340145.RAW-01.COVER.jpg","roasted-potatoes-and-kielbasa-20260523.jpg","wc-kitchen.roasted-potatoes-and-kielbasa","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110403439.RAW-01.COVER.jpg","the-best-swedish-meatballs-recipe-20260523.jpg","wc-kitchen.the-best-swedish-meatballs-recipe","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110408496.RAW-01.COVER.jpg","instant-pot-red-beans-and-rice-20260523.jpg","wc-kitchen.instant-pot-red-beans-and-rice","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110414516.RAW-01.COVER.jpg","waffles-i-20260523.jpg","wc-kitchen.waffles-i","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110422385.RAW-01.COVER.jpg","potato-leek-soup-20260523.jpg","wc-kitchen.potato-leek-soup","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110430527.RAW-01.COVER.jpg","slow-cooker-corn-chowder-20260523.jpg","wc-kitchen.slow-cooker-corn-chowder","applied","2026-05-30T17:25:07Z"
"PXL_20260523_110437165.RAW-01.COVER.jpg","30-minute-dairy-free-potato-soup-20260523.jpg","wc-kitchen.30-minute-dairy-free-potato-soup","applied","2026-05-30T17:25:07Z"
